用户ID,用户出生日期,性别,婚姻状况,文化程度,下单时间,订单ID,交易金额
4420115,1984/7/25,男,未婚,中专,2021/9/2 11:46,1496136456,790.9036076
5818119,1973/5/23,女,已婚,大专,2022/6/6 12:25,1497045411,297.1532021
5518117,1988/4/27,男,未婚,研究生,2023/4/30 1:41,1499695329,627.0372265
4318119,1995/9/7,女,已婚,研究生,2021/11/21 23:07,1500087104,262.4164047
4112113,1993/12/11,女,已婚,博士,2022/6/29 15:37,1500830363,852.8731308
5116119,1981/7/31,男,未婚,本科,2022/2/10 8:58,1505423594,202.6131111
5717112,1989/4/8,女,未婚,研究生,2019/12/11 16:30,1505562523,214.8163602
5613117,1975/6/1,男,未婚,中专,2021/3/7 3:28,1507072924,751.6852405
4914117,1983/4/27,男,已婚,大专,2021/4/13 8:29,1507534436,562.8450374
4715115,1984/12/1,男,已婚,研究生,2023/4/16 1:59,1510479674,430.3620633
4011115,1998/12/4,女,已婚,研究生,2022/4/7 3:08,1511022761,634.8497587
4717112,1978/9/2,男,未婚,本科,2023/1/29 2:04,1512612564,984.3471466
5219114,1988/12/30,男,未婚,博士,2020/1/20 5:38,1513326382,699.6481308
6214112,1989/9/20,男,未婚,博士,2023/5/26 12:48,1514243056,993.6381446
4811113,1988/11/19,女,已婚,研究生,2021/1/18 14:27,1518941988,771.5305935
5512118,1997/8/17,女,未婚,博士,2020/9/18 4:49,1518961340,1065.653516
6615114,1986/2/9,男,未婚,研究生,2022/12/9 2:40,1524485568,300.3202084
5917120,1971/2/27,男,已婚,本科,2021/2/7 18:48,1524767398,367.7912606
4216114,1978/3/1,男,未婚,中专,2020/5/28 21:59,1526857802,624.7671139
3617114,1985/5/1,男,未婚,大专,2022/10/2 15:30,1527547018,148.2003851
6612115,1987/5/6,女,未婚,博士,2022/8/31 5:12,1530165969,669.2045478
4517118,1983/5/30,男,已婚,博士,2023/5/16 21:46,1532451582,489.8591357
6517113,1980/10/13,女,已婚,本科,2020/12/16 16:46,1532864899,195.9642914
4916116,1975/10/7,男,未婚,大专,2023/4/26 0:11,1533086854,654.3503015
5614119,1985/11/3,男,未婚,本科,2020/1/29 15:34,1533343486,507.4720248
4815119,1983/5/1,男,未婚,中专,2022/10/3 22:01,1536737655,56.93984407
5617119,1976/12/2,男,未婚,研究生,2022/12/8 2:10,1536914855,574.8537087
3719115,1982/6/11,女,未婚,博士,2020/2/12 7:47,1537871858,470.7287088
4613115,1997/1/21,女,已婚,中专,2022/8/15 11:32,1537963589,1161.308154
5715120,1972/6/22,男,已婚,研究生,2021/5/24 20:17,1542722121,493.8394101
4215115,1989/2/20,女,未婚,中专,2023/2/18 17:23,1545643135,619.6930577
5316116,1986/11/3,女,已婚,中专,2020/7/1 20:54,1546840472,426.527512
6619117,1996/1/27,女,已婚,中专,2020/5/30 4:51,1547796092,848.2182086
4714120,1968/7/3,男,未婚,本科,2022/8/20 5:41,1549895625,682.6654755
4616115,1985/5/30,女,未婚,中专,2020/10/14 20:11,1551141399,684.8204854
5417118,1979/11/6,女,未婚,博士,2020/12/2 5:52,1553094025,319.1809158
3512117,1995/6/16,女,未婚,本科,2022/6/30 21:43,1553911356,804.1886218
4511117,1996/5/8,女,未婚,本科,2021/6/17 13:37,1556434535,581.447236
4611117,1977/6/15,男,未婚,研究生,2022/1/15 13:08,1557236010,649.0486859
5018119,1977/8/2,女,已婚,博士,2022/6/2 12:47,1558653079,534.7807735
4115111,1988/7/9,男,未婚,博士,2020/8/7 11:39,1559093496,228.9166759
3914111,1977/7/23,男,未婚,中专,2023/3/7 11:15,1560694354,6.066145019
4718120,1972/8/28,女,已婚,博士,2022/5/20 3:57,1567427704,266.4022007
6620120,1981/8/16,女,已婚,研究生,2022/12/17 4:18,1570266216,1087.936945
5218115,1993/5/19,女,已婚,研究生,2023/1/13 8:02,1571928907,829.1334742
4514117,1997/11/1,女,已婚,本科,2023/4/18 8:48,1573928931,163.896729
5514119,1969/9/15,男,未婚,研究生,2021/3/23 11:19,1576427223,192.8069528
6113120,1972/12/1,女,已婚,博士,2019/12/11 4:00,1576468294,712.9460184
5211119,1998/11/15,男,已婚,研究生,2021/10/2 9:57,1576757938,528.6753295
4616114,1980/12/8,女,已婚,大专,2022/2/20 2:30,1576758781,1031.635242
6113114,1987/9/10,男,未婚,博士,2022/5/14 0:52,1577071343,743.4971544
5715116,1985/6/24,男,未婚,博士,2023/3/15 3:20,1581526176,671.1245582
6218118,1990/3/20,男,未婚,中专,2022/1/16 3:53,1581598543,331.1400182
3412120,1991/8/24,女,未婚,中专,2022/6/26 0:23,1583853545,389.682079
6012118,1979/1/26,男,已婚,本科,2023/2/13 17:48,1585992045,692.9556481
5218119,1973/2/11,女,未婚,博士,2022/8/12 17:50,1585999022,384.7929307
5513114,1988/11/1,男,已婚,研究生,2021/10/26 1:23,1586543563,788.4947973
5716112,1974/9/3,男,已婚,研究生,2022/7/24 10:14,1587221799,1161.429351
4518113,1979/12/17,女,已婚,研究生,2023/1/23 21:16,1587657555,514.5254227
6419116,1999/1/27,女,已婚,中专,2023/4/21 14:26,1588886500,286.6402698
6419114,1987/7/13,女,未婚,大专,2020/2/19 4:05,1589167505,551.5711263
4213111,1971/6/29,男,未婚,大专,2020/6/19 22:21,1589647571,694.3515758
4515115,1990/5/2,女,未婚,本科,2021/3/23 1:47,1590059722,118.6392079
6017119,1990/11/10,女,已婚,大专,2020/1/7 18:30,1591770407,432.4257263
6314115,1977/1/23,女,已婚,大专,2023/3/18 18:34,1595490418,294.1393934
4119112,1993/6/19,男,已婚,大专,2022/3/7 19:07,1595898871,897.2898072
5413117,1968/8/8,女,未婚,博士,2022/6/17 20:25,1603469481,92.13978402
4811116,2000/6/29,男,未婚,中专,2021/4/28 23:00,1604456571,401.1008796
3419118,1980/8/30,男,未婚,博士,2023/6/2 19:12,1605051967,1083.778546
4113119,1973/9/16,女,已婚,研究生,2020/3/24 19:47,1607080189,611.0340868
5015117,1988/10/21,男,未婚,本科,2020/1/21 2:25,1609978989,417.1719726
6211119,1972/12/11,女,已婚,中专,2020/8/22 20:45,1611998059,845.980723
5716112,1974/9/3,男,已婚,研究生,2020/12/3 19:13,1612395412,684.7363906
3620117,1985/3/10,女,未婚,中专,2023/3/30 19:15,1612567831,148.5234505
3618111,1986/11/24,女,已婚,博士,2021/5/17 15:44,1616672497,21.74553793
3917118,1974/8/9,男,未婚,本科,2022/12/20 14:15,1619272865,510.0935514
3819111,1988/3/28,女,未婚,博士,2020/5/22 7:11,1624929761,369.7554876
5413113,1971/5/19,男,已婚,博士,2021/8/29 9:45,1625048963,505.420871
6314112,1989/8/17,女,已婚,本科,2022/6/26 0:03,1626116834,880.857503
4715120,1983/2/9,女,已婚,大专,2020/7/12 6:12,1626134470,126.9633959
5114113,1979/11/16,女,未婚,研究生,2022/3/2 19:00,1626518004,1048.461794
3217118,1984/5/6,男,未婚,博士,2021/2/7 7:26,1626573626,808.3006126
4415114,1988/3/16,女,未婚,中专,2021/3/25 3:51,1627388163,155.9431464
4512116,1971/9/28,男,已婚,中专,2021/4/11 4:04,1628689311,1029.043138
4214117,1985/2/7,男,未婚,本科,2022/11/17 12:06,1629044791,63.57321116
5214111,1984/8/26,男,未婚,研究生,2023/4/17 20:08,1629447039,680.4399342
5320114,1996/10/23,女,已婚,博士,2021/8/10 21:58,1630961481,810.9595297
4918112,1979/2/4,男,未婚,大专,2022/12/20 21:53,1633988809,182.5166102
4117118,1982/2/26,男,已婚,研究生,2023/4/4 9:20,1634958009,333.5889944
4915116,1989/9/4,男,已婚,大专,2021/12/12 15:22,1635059138,426.5534166
6716120,1986/3/22,男,已婚,研究生,2022/8/31 17:26,1635167157,574.7066681
6713116,1983/7/13,男,已婚,中专,2023/1/28 6:55,1636659055,666.1418246
3316111,1975/1/27,女,未婚,中专,2022/12/13 13:11,1638029670,689.4443054
3519117,1973/7/26,女,已婚,中专,2023/3/9 10:59,1638449053,851.0666392
6620116,1971/10/12,男,已婚,博士,2020/1/13 13:34,1638959082,318.0042249
4218113,1981/6/6,女,已婚,中专,2023/4/4 4:38,1639717741,601.7639817
5612120,1982/12/18,女,未婚,本科,2021/3/16 18:36,1642988642,36.01612011
5716111,1994/11/28,男,未婚,本科,2022/9/16 7:59,1644668075,227.3100019
3611118,1986/2/27,女,已婚,研究生,2021/5/8 12:00,1645855162,893.8490442
3819113,1970/6/27,女,已婚,研究生,2020/1/13 13:54,1646476687,473.7532995
6316116,1989/5/7,男,未婚,大专,2022/5/27 9:47,1648060824,591.7315235
4716119,1996/5/5,男,已婚,本科,2023/1/24 18:38,1650324727,924.8294598
5920115,1988/8/3,男,未婚,中专,2021/4/12 12:36,1652493635,494.0244035
4914115,1992/1/16,女,未婚,中专,2021/1/15 18:51,1652683267,237.8974059
5411120,1980/11/22,男,已婚,研究生,2021/8/27 13:48,1653295133,408.4154616
4512117,1977/12/29,男,未婚,中专,2023/3/6 16:37,1654070770,526.4534894
5320114,1996/10/23,女,已婚,博士,2020/12/19 14:36,1657090808,313.185299
6414119,1969/7/25,女,未婚,研究生,2023/5/14 9:07,1658640593,728.4324022
3719117,1997/4/25,男,已婚,本科,2022/1/27 1:27,1658736853,604.5251581
6618116,1981/1/19,女,未婚,博士,2023/5/19 3:53,1664775598,747.766172
4519119,1991/4/23,女,未婚,中专,2020/5/17 19:44,1666255240,293.7699092
6612113,1980/10/30,男,未婚,中专,2023/5/18 3:25,1666656263,456.1215234
6217111,1979/10/3,男,未婚,中专,2022/5/25 17:40,1667183581,368.2199824
5712117,2000/6/16,女,未婚,博士,2023/2/5 8:33,1668499912,942.9914258
5120118,1971/6/18,男,未婚,中专,2020/4/11 3:02,1668912568,385.637244
6017112,1996/6/12,女,未婚,大专,2022/8/13 15:24,1669389244,612.227795
4918120,1981/3/27,男,已婚,研究生,2022/2/12 19:59,1671665524,361.0865504
4818117,1970/12/24,男,未婚,博士,2023/3/28 10:54,1672542200,1192.763469
5114118,1995/2/25,男,已婚,博士,2021/5/14 11:56,1672842753,722.4637011
5116113,1989/8/9,女,未婚,博士,2023/2/18 13:07,1679877531,1017.464433
5115117,1986/3/23,女,未婚,博士,2020/12/15 17:22,1680075368,818.1479572
5120117,1975/8/19,女,已婚,研究生,2022/9/6 11:44,1681339030,502.9362036
5211113,1975/4/20,女,未婚,研究生,2022/12/2 23:54,1682141208,654.3927225
4115112,1996/4/15,男,未婚,研究生,2022/10/15 8:12,1683112346,237.3727605
4913119,1999/4/6,男,未婚,大专,2023/3/7 3:15,1684370571,301.8906426
3313113,1975/5/21,男,未婚,研究生,2021/11/2 16:53,1684764097,564.0803611
4114117,1977/7/10,女,已婚,研究生,2020/10/22 9:04,1685334091,825.2547071
5516111,1970/4/20,女,未婚,本科,2020/6/18 9:17,1686015751,1211.268731
5719112,1985/8/25,女,未婚,中专,2022/11/7 5:52,1687287241,1078.989253
4319119,1974/1/15,男,已婚,本科,2022/10/23 12:02,1688155650,1151.874303
4411119,1977/2/21,女,已婚,研究生,2020/8/31 20:49,1688673416,161.9946672
5116112,1987/8/30,女,未婚,中专,2023/5/19 0:25,1692515941,955.842901
5720120,1981/2/1,男,未婚,博士,2021/8/3 23:24,1694258639,385.7252494
6712113,2000/5/21,女,未婚,本科,2022/4/30 4:26,1697048090,643.2711404
4715111,1970/6/12,女,已婚,本科,2021/7/16 17:35,1702217940,617.514767
3520117,1993/7/25,女,未婚,大专,2022/11/18 17:17,1703475221,534.4672984
5614113,1982/11/25,女,未婚,本科,2020/1/31 12:34,1706315222,876.0221387
6213112,1991/4/18,女,未婚,本科,2020/2/24 22:38,1707193043,680.5343468
6616112,1987/11/5,女,已婚,本科,2023/3/25 5:52,1708950862,541.1489937
4119116,1976/5/25,女,未婚,本科,2023/4/12 2:48,1710543479,914.7560624
6116115,1977/8/27,女,已婚,中专,2021/1/18 6:04,1710930962,794.5166447
4420114,1988/1/24,女,未婚,大专,2023/5/6 1:23,1711646324,162.6483616
5120120,1990/5/24,女,未婚,本科,2021/6/3 3:40,1712356363,1162.42683
4912119,1999/3/10,女,已婚,本科,2021/8/16 6:37,1713674515,338.1863104
3711111,1989/9/30,男,未婚,博士,2023/1/30 20:49,1715760984,810.8701531
6315120,1987/4/29,男,未婚,大专,2023/2/23 17:28,1718734760,499.786696
5319118,1987/7/27,男,已婚,本科,2020/2/26 17:42,1720684237,543.9636326
6016120,1994/2/22,女,未婚,研究生,2021/8/19 2:10,1721666570,448.5600844
5920120,1997/11/9,女,未婚,大专,2020/7/13 10:41,1722979454,554.2598322
5318120,1992/5/25,女,未婚,研究生,2022/7/15 13:00,1725076447,344.4445178
4815112,1974/3/25,男,未婚,大专,2020/8/20 0:33,1725477447,319.2548095
4619116,1983/5/29,女,未婚,本科,2022/10/17 13:02,1726271818,667.9621216
4711119,1984/6/10,女,未婚,博士,2021/7/1 23:36,1727034934,888.7303105
5614116,1994/12/14,女,未婚,研究生,2022/7/7 2:59,1728446356,395.1795013
3314114,1977/11/18,男,已婚,中专,2022/11/20 14:00,1729010445,774.430006
6117117,1981/3/6,男,未婚,博士,2020/9/11 18:49,1730886676,197.7315096
4212111,1970/7/27,女,未婚,本科,2020/8/20 18:54,1734581362,902.335468
4313120,1974/1/18,男,已婚,本科,2023/1/2 15:03,1737580452,582.0371293
3918111,1996/1/30,女,未婚,本科,2022/3/21 6:00,1739142765,666.7343482
5216115,1976/5/14,男,未婚,研究生,2020/4/22 2:58,1739162232,645.1012761
3612115,1980/11/13,女,未婚,大专,2021/11/7 11:57,1740199237,105.331299
6211118,1977/1/21,男,未婚,博士,2023/2/23 22:43,1740329857,372.3898441
5720113,1989/12/11,男,未婚,中专,2023/1/29 20:22,1740640726,975.7061764
5717115,1989/1/26,男,未婚,本科,2023/4/19 7:28,1741657940,1237.775799
3814115,1977/6/8,男,已婚,博士,2023/4/20 7:49,1742336524,707.6762195
3915117,1994/12/18,男,未婚,中专,2022/1/24 8:07,1742774014,506.863182
6711118,1969/6/22,男,未婚,大专,2020/9/4 3:32,1743553256,133.9956102
4511115,1984/6/20,女,未婚,本科,2021/11/9 15:02,1744321405,4.514835367
5216118,1991/5/3,男,未婚,研究生,2022/7/3 17:55,1744698587,282.7021818
3216115,1982/12/26,女,已婚,研究生,2020/5/3 3:58,1744794878,816.4576125
5420118,1993/9/10,男,已婚,博士,2023/4/17 21:32,1745562210,140.847939
4614120,1970/12/15,女,未婚,大专,2023/2/16 11:28,1747642468,353.7887205
4911114,1994/12/11,女,未婚,博士,2021/5/1 21:40,1749176453,989.7268867
6515118,1970/1/27,女,未婚,大专,2023/1/1 12:59,1749217002,918.2195584
5311111,1973/9/10,女,未婚,研究生,2021/11/28 12:42,1749635729,507.8735928
3811113,1980/4/7,男,已婚,中专,2022/1/12 9:31,1749766069,1187.841484
6620114,1980/2/4,女,未婚,大专,2021/10/2 20:36,1750348875,487.1556824
4316120,1979/3/25,男,已婚,博士,2022/10/12 20:34,1755055930,524.1940054
6312112,1970/11/15,女,未婚,博士,2023/3/3 3:56,1759411469,822.533457
6614116,1987/6/19,女,未婚,大专,2020/5/21 13:35,1760473149,749.8598138
3818116,1989/8/27,女,未婚,大专,2023/5/3 12:57,1761834871,122.8316091
4413116,1980/5/5,女,未婚,研究生,2022/1/22 16:17,1762571978,866.277377
6414111,1991/8/24,男,已婚,本科,2023/5/12 16:59,1763542408,512.9667547
6319114,1993/7/9,男,未婚,本科,2023/1/1 7:44,1763884055,877.829721
4712113,1970/8/26,女,已婚,本科,2020/6/1 3:56,1764456877,198.9313521
6414112,1997/9/12,男,未婚,中专,2020/8/20 19:19,1765480805,487.6118382
4211120,1974/8/28,男,已婚,中专,2021/6/7 6:41,1766198755,128.850162
5216111,1980/6/29,女,已婚,大专,2020/9/7 5:40,1772652075,740.0793079
3616116,1975/4/30,女,已婚,中专,2022/12/21 0:51,1773883370,326.9828005
6113117,1995/1/28,男,已婚,大专,2021/8/24 11:05,1774087731,534.1360708
5917113,1974/11/23,男,已婚,本科,2021/8/18 4:48,1777440213,102.2645291
4320117,1975/2/22,女,未婚,博士,2023/1/24 21:15,1777588949,799.4142704
3817116,1968/6/23,女,未婚,大专,2022/6/13 10:48,1784674287,209.729247
4814114,1979/1/12,女,未婚,本科,2022/2/12 16:11,1785034866,893.8289423
5916120,1985/8/20,男,已婚,本科,2022/3/1 8:37,1785127598,419.5231676
5020116,1974/3/10,女,未婚,中专,2021/10/4 9:27,1788323030,558.6961507
4815112,1974/3/25,男,未婚,大专,2022/6/9 14:34,1788786548,525.5514643
6120114,1985/1/19,女,已婚,本科,2020/2/16 0:20,1789860581,821.3405546
4519113,1987/9/12,女,未婚,博士,2021/3/11 2:29,1790317748,970.684009
4217111,1997/2/9,女,未婚,大专,2020/4/17 6:28,1794174113,144.3976552
5619118,1968/2/24,男,已婚,大专,2020/6/1 15:51,1796630847,114.7154825
3714113,1971/12/25,女,已婚,中专,2022/2/3 10:56,1796844526,767.2355048
6116117,2000/5/16,男,已婚,大专,2023/4/26 19:01,1797779216,55.24587651
4217112,1994/2/2,女,未婚,本科,2020/1/17 19:18,1800314762,519.4869035
3712117,1973/10/15,男,已婚,博士,2023/2/23 22:58,1800492136,530.0447878
3213115,1994/11/1,男,未婚,中专,2023/5/7 13:47,1804849311,286.7204817
4013112,1979/1/8,女,已婚,中专,2021/8/13 15:50,1810651895,889.5627611
6018120,1987/4/7,女,未婚,博士,2021/3/7 17:30,1811037583,608.7227491
6217117,1992/1/9,男,未婚,研究生,2023/1/11 17:09,1813452708,422.7687698
5319120,1999/8/10,男,已婚,研究生,2022/2/7 15:19,1813768996,59.26252677
5316113,1998/7/25,女,已婚,中专,2021/9/28 11:43,1813772213,153.5481996
5013113,1974/10/2,女,已婚,本科,2021/7/18 17:14,1814691816,800.4947685
3911113,1995/5/13,女,已婚,博士,2023/1/31 13:59,1817148083,776.1799677
4114113,1994/3/2,男,未婚,本科,2022/7/26 20:43,1818921028,578.8048271
3317120,1976/8/29,女,已婚,大专,2021/1/28 1:17,1820516686,940.0825648
4020111,1999/7/26,女,已婚,中专,2023/3/17 23:51,1821590299,107.3515249
4619118,1974/11/28,女,已婚,中专,2020/5/29 14:41,1826033031,827.5044038
3920120,1981/1/24,女,已婚,博士,2023/4/18 23:22,1828712247,302.008864
4319113,1981/10/25,女,未婚,研究生,2023/2/12 17:44,1829467735,790.9295296
4713117,1984/12/8,男,已婚,研究生,2022/8/21 11:32,1830984330,909.5385463
4714111,1996/8/25,女,未婚,研究生,2021/8/31 7:53,1831434920,691.3149328
3220115,1984/7/20,女,已婚,本科,2023/2/13 9:27,1835425084,424.4138852
3413114,1988/5/5,男,未婚,中专,2023/1/22 14:09,1836144260,246.8270297
5919113,1987/6/24,女,未婚,博士,2021/8/7 11:42,1836414116,186.5928796
4314115,1994/8/24,男,已婚,本科,2023/4/16 7:36,1837947487,658.3503612
6514120,1972/9/3,男,未婚,中专,2022/3/31 23:18,1838527154,477.6441003
5514120,1989/3/1,女,已婚,博士,2020/8/24 7:48,1840065432,828.7147481
5519113,1979/11/1,女,已婚,大专,2020/7/12 4:24,1841356485,186.6445695
4614115,1971/10/6,男,未婚,研究生,2020/7/1 23:44,1842122533,755.2867613
4917117,1978/11/13,女,已婚,大专,2022/5/30 5:04,1842410613,758.9695392
3919114,1981/10/15,男,已婚,中专,2023/1/14 12:02,1842619000,744.9900143
5517114,1977/5/7,男,未婚,研究生,2020/3/10 14:15,1842979464,357.3822148
3318112,1992/8/1,男,未婚,博士,2021/5/12 8:42,1845874387,802.0223359
3618114,1993/3/13,男,未婚,中专,2021/12/27 4:02,1848299841,604.1633341
5212114,2000/6/11,男,未婚,研究生,2020/12/30 2:14,1849641086,853.2134261
6216120,1982/6/16,男,未婚,博士,2023/2/13 5:45,1850189957,713.9651852
3215115,1975/5/17,女,未婚,中专,2021/8/6 12:45,1852146053,671.7147513
4212112,1987/9/6,女,已婚,中专,2021/3/29 2:03,1852884109,1135.104481
5213113,1971/3/9,男,已婚,大专,2020/3/8 21:19,1854152503,339.9950534
6214115,1990/5/12,女,已婚,博士,2023/1/29 23:56,1856052322,915.9170426
5112111,1997/11/2,男,未婚,博士,2023/4/29 12:20,1857169955,685.90199
6216112,1976/3/9,男,已婚,中专,2022/9/10 10:45,1858273324,769.8600273
4619114,1985/4/3,女,已婚,中专,2020/4/16 12:36,1859041689,375.7160073
5614119,1985/11/3,男,未婚,本科,2022/2/27 4:04,1861095383,455.2054101
5420120,1983/9/23,女,未婚,研究生,2022/7/2 15:57,1861283143,532.3740947
3718116,1977/4/24,女,已婚,大专,2022/12/18 19:48,1863926074,775.812805
5119117,1992/12/3,男,未婚,大专,2023/3/9 18:18,1866850491,547.9600305
4911113,1982/1/15,男,未婚,中专,2020/2/19 12:17,1867664543,737.3863181
4711118,1968/2/12,女,已婚,博士,2020/5/11 6:59,1870471489,297.9444053
6620116,1971/10/12,男,已婚,博士,2022/7/22 0:32,1870481840,646.3826672
3718116,1977/4/24,女,已婚,大专,2022/6/7 17:14,1871245824,656.6804171
5312118,1983/11/26,女,已婚,中专,2020/8/5 2:07,1874780127,939.046457
5216119,1983/10/26,女,已婚,中专,2022/11/15 5:47,1876787030,845.3532535
4015117,1972/7/15,女,未婚,本科,2023/3/6 1:34,1880419528,33.59240964
3612120,1992/4/5,女,未婚,大专,2021/3/13 3:25,1881578537,129.0831471
4916114,1992/7/1,男,已婚,大专,2022/1/25 7:03,1885231205,655.6365348
5412112,1978/9/22,女,已婚,博士,2023/5/16 15:21,1888428000,774.0042217
6216116,1993/3/2,男,已婚,本科,2023/3/13 10:00,1888497351,775.8342279
6117111,1976/5/8,男,未婚,大专,2021/6/29 15:30,1893188418,856.7805786
3711113,1972/10/11,男,已婚,大专,2021/10/23 3:30,1897719020,269.174999
4418115,1988/4/28,男,已婚,大专,2022/6/12 5:05,1901435364,618.1485584
5814115,1986/3/27,男,已婚,大专,2023/5/11 17:47,1904566348,100.4707725
